,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
359736,2019-06-16 18:50:44,3500165543009955,fraud_Towne LLC,misc_pos,6.75,Ricky,Dunn,M,97689 Davis Point Apt. 967,Detroit,MI,48214,42.3669,-82.9938,673342,Health visitor,1983-09-02,bf02fd37a08aff336dbbeec9f5b96a5e,1339872644,43.270109999999995,-82.977508,0
359737,2019-06-16 18:50:50,3598304579370089,fraud_McGlynn-Jaskolski,misc_pos,9.18,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,40e45fcbc10de6c8277a0264ad5fe859,1339872650,38.186254,-96.286259,0
359738,2019-06-16 18:51:20,213157767990030,fraud_Reilly and Sons,health_fitness,63.52,Tara,Campbell,F,05050 Rogers Well Apt. 439,Rock Springs,WY,82901,41.606,-109.23,27971,Music therapist,1984-08-01,26a5bbc7fe7c21b846572985b3b15f95,1339872680,41.515664,-109.1602,0
359739,2019-06-16 18:51:28,676195318214,fraud_Volkman-Predovic,shopping_net,7.16,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,25b2d1d50af8e6251a8ceafc084aff47,1339872688,30.410760999999997,-97.145843,0
359740,2019-06-16 18:51:31,4634955908138648,fraud_Pouros-Conroy,shopping_pos,4.65,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,2e376b70e9736fdd52d568a4c2484e39,1339872691,40.912825,-95.77806700000001,0
359741,2019-06-16 18:52:26,3566094707272327,"fraud_Bernhard, Grant and Langworth",shopping_pos,5.97,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,a6eb915af7e1a0054509fa6f65eda1f6,1339872746,33.440027,-119.235473,0
359742,2019-06-16 18:52:27,4981132848794,"fraud_Hoppe, Harris and Bednar",entertainment,222.49,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,94a37531353d4909a21e37e2857dc18c,1339872747,40.696335,-81.164611,0
359743,2019-06-16 18:52:35,639030014711,"fraud_Feil, Hilpert and Koss",food_dining,58.79,Stephen,Lopez,M,696 Matthew Ford Suite 157,Olmsted,IL,62970,37.1935,-89.0933,639,Mechanical engineer,1982-08-01,aaf3f01345ad3767fba02bf7937f453c,1339872755,37.868937,-88.60015,0
359744,2019-06-16 18:52:36,4509142395811241,fraud_Ernser-Lynch,food_dining,27.52,Margaret,Williams,F,165 Jerry Meadows Suite 460,Surrency,GA,31563,31.6489,-82.1982,1324,"Engineer, technical sales",1926-07-12,cd34b1b9b55b81f4e6d7275a1c29aa22,1339872756,30.953011,-81.751323,0
359745,2019-06-16 18:53:15,30026790933302,fraud_Schaefer Ltd,kids_pets,50.2,John,Peters,M,555 Michael Burgs,Mayersville,MS,39113,32.9013,-91.0286,595,Technical brewer,1979-09-03,c5a013a61b73b2a4acc5075dde4e8302,1339872795,31.9421,-90.522118,0
359746,2019-06-16 18:53:33,3525590521269779,"fraud_Larkin, Stracke and Greenfelder",entertainment,7.04,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,08561c745accc723011db1710c35e88d,1339872813,36.253307,-79.440241,0
359747,2019-06-16 18:53:45,4462038234743679432,fraud_Monahan-Morar,personal_care,65.66,Kimberly,Bush,F,6027 Scott Meadows Suite 494,Dell City,TX,79837,31.924,-105.2099,579,Hydrogeologist,1945-11-26,42ab5ec1d1e33023af485da20b02be6b,1339872825,32.753896999999995,-105.963012,0
359748,2019-06-16 18:53:48,3504178999463051,"fraud_Nitzsche, Kessler and Wolff",shopping_pos,4.01,Drew,Garcia,M,70858 Jasmine Meadows Apt. 135,Lima,OH,45801,40.7641,-84.0973,86954,"Copywriter, advertising",1992-07-23,c6b102b2d603e551f2ccb3c9a50bf38b,1339872828,40.771389,-83.91572099999999,0
359749,2019-06-16 18:54:35,4666314527820883145,fraud_Quitzon-Goyette,home,93.79,Guy,Thompson,M,5812 Ramos Oval Suite 598,Ravenna,NE,68869,41.0233,-98.9041,2202,"Solicitor, Scotland",1974-06-21,7063908a6c2c79151b8d5cd65851273c,1339872875,41.177820000000004,-98.790444,0
359750,2019-06-16 18:54:58,4716561796955522,fraud_Dare-Marvin,entertainment,17.04,Lauren,Anderson,F,11014 Chad Lake Apt. 573,Heart Butte,MT,59448,48.2777,-112.8456,743,Water engineer,1972-05-04,3b0033999d8be4dee5dce00fc8d9cca4,1339872898,47.646674,-113.563018,0
359751,2019-06-16 18:55:06,3541160328600277,"fraud_Zboncak, Rowe and Murazik",shopping_net,406.95,Jason,Singh,M,4720 Anna Ways,Murrayville,IL,62668,39.5723,-90.2379,1512,Commercial/residential surveyor,2003-05-07,452e01a02015dd5363280d024c9fb2ad,1339872906,40.22568,-89.308102,0
359752,2019-06-16 18:55:58,347612609554823,fraud_Rempel Inc,shopping_net,6.1,Robert,James,M,18316 Cannon Place,Newport,ME,4953,44.8393,-69.2675,3228,Lexicographer,1995-12-28,96f11e5a6aded55cbf4be8af9a715a20,1339872958,44.883016999999995,-68.602841,0
359753,2019-06-16 18:56:16,36722699017270,fraud_Bogisich-Weimann,kids_pets,23.16,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,8fa43aa73387dd047317735cda898e39,1339872976,33.139109000000005,-110.693504,0
359754,2019-06-16 18:56:17,4292902571056973207,fraud_Fadel Inc,health_fitness,5.63,Jeffrey,Smith,M,135 Joseph Mountains,Sula,MT,59871,45.8433,-113.8748,218,"Therapist, horticultural",1995-08-16,a4277ab57498943f2c837d457062858d,1339872977,45.702681,-113.257796,0
359755,2019-06-16 18:56:27,372509258176510,fraud_Kuhn LLC,shopping_pos,7.18,Kristen,Hanson,F,26544 Andrea Glen,Goodrich,MI,48438,42.9147,-83.4845,6951,Learning disability nurse,1985-06-18,385190d932f6f0804b4f3e5de6c8eebc,1339872987,42.649539000000004,-83.727233,0
359756,2019-06-16 18:57:54,60490596305,fraud_Brown Inc,kids_pets,103.06,Karen,Johnson,F,4349 Anna Flat Suite 214,Haynes,AR,72341,34.8838,-90.7666,222,"Programmer, applications",1963-05-19,3ec11b78d56b9af543e1a7eff3b53f1b,1339873074,34.202740999999996,-90.08391999999999,0
359757,2019-06-16 18:58:01,4181833256558613886,fraud_Conroy-Emard,food_dining,25.43,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,4fbcce8fe3599193e75f7fbb1df3046f,1339873081,36.253201000000004,-104.57231999999999,0
359758,2019-06-16 18:58:06,4379260813815979609,fraud_Block Group,misc_pos,5.11,Thomas,Jenkins,M,93914 Gregory Via,Oakland,CA,94619,37.7878,-122.1884,381459,Barista,1974-01-03,787e2342f25f12066cd3d7fa08289a2d,1339873086,37.336628999999995,-122.55889099999999,0
359759,2019-06-16 18:58:18,4428780983793657331,fraud_Kirlin and Sons,personal_care,60.89,Richard,Waters,M,7683 Natasha Way Apt. 945,Waukesha,WI,53186,42.9993,-88.2196,95015,"Therapist, occupational",1946-01-02,5ad1c00a021cedec3d37b8c33ed69a8c,1339873098,43.318989,-87.92289699999999,0
359760,2019-06-16 18:58:21,38052002992326,fraud_Kub PLC,personal_care,5.0,Anna,Logan,F,3522 Park Wells Suite 528,Cleveland,TX,77327,30.33,-95.0202,34153,Building surveyor,1995-09-11,8d472b9ceef22c37dc940fb9665bb8fd,1339873101,30.480627000000002,-94.754482,0
359761,2019-06-16 18:58:27,30042378430132,"fraud_Bahringer, Bergnaum and Quitzon",home,53.42,Connor,Grant,M,0654 Kevin Turnpike Apt. 084,Northport,NY,11768,40.9051,-73.3309,21902,Tour manager,1976-05-16,edd43526481530c593048b212a9c1755,1339873107,41.811712,-73.533461,0
359762,2019-06-16 18:58:32,3502088871723054,fraud_Mohr-Bayer,shopping_net,3.22,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,927062fdc9e493408fdfa1aab388adfa,1339873112,38.33334,-76.771728,0
359763,2019-06-16 18:58:42,372246459334925,fraud_Hoppe-Parisian,kids_pets,22.07,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,217ff74a74aa4fb6104872d8d14863af,1339873122,44.609312,-103.324793,0
359764,2019-06-16 18:59:01,4191109180926792,fraud_Macejkovic-Lesch,shopping_pos,712.14,Jennifer,Spencer,F,477 Wheeler Burg,Amanda,OH,43102,39.6251,-82.7552,4512,Farm manager,1992-10-03,acdf4a06c508f321faa1b8b6322bbeb7,1339873141,38.716442,-81.870103,0
359765,2019-06-16 18:59:05,38199021865320,fraud_Erdman-Schaden,personal_care,69.59,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,540a707117097b72bc66e79a93c8c9ab,1339873145,43.212475,-71.81118000000001,0
359766,2019-06-16 18:59:55,4358137750029944984,"fraud_Heathcote, Yost and Kertzmann",shopping_net,5.12,Dawn,Stephens,F,91542 Marissa Shores Apt. 053,Oran,IA,50664,42.7012,-92.0762,53,Sports administrator,1972-10-05,e931e4973f310b1bdacaf694391082ee,1339873195,43.444395,-92.81179200000001,0
359767,2019-06-16 19:00:03,3583293909206278,fraud_Kuphal-Bartoletti,misc_net,6.5,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1978-09-30,5ff784f578d9a9375890b554468bce9f,1339873203,35.713336,-107.300041,0
359768,2019-06-16 19:00:09,370877495212014,fraud_Pacocha-Weissnat,kids_pets,87.85,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,e6a6a9f3c02af029a065e4c48e4883bb,1339873209,35.828032,-81.538588,0
359769,2019-06-16 19:00:22,6538441737335434,"fraud_Cremin, Hamill and Reichel",misc_pos,181.3,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,f914821b16fccbd60501558ef6c09795,1339873222,40.568791,-81.10410999999999,0
359770,2019-06-16 19:00:27,3567697931646329,fraud_Kunde-Sanford,misc_net,5.35,John,Stevens,M,428 Morgan River,Hudson,NY,12534,42.247,-73.7552,17867,Travel agency manager,1998-07-29,c04041b5316a9ab03e8936175342b871,1339873227,41.285165,-73.916921,0
359771,2019-06-16 19:01:04,375082648741747,fraud_Hudson-Grady,shopping_pos,9.68,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,751e08c41a8c1febc6fb7b9b49eb1cac,1339873264,46.914408,-96.777206,0
359772,2019-06-16 19:01:09,4586810168620942,"fraud_Bernier, Volkman and Hoeger",misc_net,63.34,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,3f5ee4783f9f305b46879f8fb595160e,1339873269,31.562797999999997,-80.03219200000001,0
359773,2019-06-16 19:01:18,2252055259910912,fraud_Conroy Ltd,shopping_pos,143.55,Jason,Hernandez,M,220 Frank Gardens,Hewitt,WI,54441,44.6437,-90.1031,828,Arts development officer,1991-08-19,663f16546d942a998a5b726651897a3f,1339873278,44.781544,-90.670456,0
359774,2019-06-16 19:01:26,375848982312810,"fraud_Dare, Casper and Bartoletti",kids_pets,33.08,Dale,Smith,M,25036 Contreras Turnpike Suite 270,Purmela,TX,76566,31.4841,-97.9903,258,Web designer,1943-12-15,7efee557480b05f14aea5e2959ff3b46,1339873286,31.725040000000003,-98.964297,0
359775,2019-06-16 19:02:00,6538441737335434,fraud_Halvorson Group,misc_pos,125.61,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,9b9698ab67a75e4de030da4bfdefa7f9,1339873320,41.568459000000004,-80.75293,0
359776,2019-06-16 19:02:45,4210078554961359092,"fraud_Haley, Batz and Auer",health_fitness,103.0,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,3248d94dc4246e646ce9da5a8f3b4909,1339873365,44.251795,-123.363926,0
359777,2019-06-16 19:02:48,6569097840281287,fraud_Fritsch LLC,travel,8.01,Steven,Johnson,M,7470 John Tunnel Suite 937,Aurora,CO,80014,39.6662,-104.835,389246,"Scientist, marine",1969-12-12,d63a5cf9471581a179233227ea22202b,1339873368,39.962702,-104.911295,0
359778,2019-06-16 19:03:31,4149635823017,fraud_Lemke-Gutmann,shopping_net,4.76,Samuel,Farrell,M,428 Michael Tunnel Apt. 377,Cleveland,AL,35049,33.9778,-86.5598,3996,Aid worker,1977-06-14,2de617f0514fe22423312e3f2b74f524,1339873411,34.939988,-87.350597,0
359779,2019-06-16 19:03:32,3501509250702469,fraud_Mohr Inc,shopping_pos,8.57,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,6cd4c954172f097b53520168a677eb01,1339873412,25.576213,-81.019325,0
359780,2019-06-16 19:03:59,4208110975550360171,"fraud_Lakin, Ferry and Beatty",food_dining,69.37,David,Bonilla,M,82073 Jessica Camp,West Green,GA,31567,31.6143,-82.7243,782,Audiological scientist,1982-01-16,8a5c04c8f92a789042f3e353d8c2a511,1339873439,30.673963,-83.64234,0
359781,2019-06-16 19:04:06,4383521454815,"fraud_Graham, Hegmann and Hammes",food_dining,14.82,John,Robertson,M,209 Austin Stream Apt. 231,Indianapolis,IN,46290,39.9347,-86.1633,910148,Academic librarian,1987-09-22,4c192a0969a0fd040efd07e30d1e390b,1339873446,40.826029999999996,-86.30550699999999,0
359782,2019-06-16 19:04:19,30551643947183,fraud_Dietrich-Fadel,health_fitness,79.95,Morgan,Smith,F,1441 Bradley Place,Grover,NC,28073,35.1836,-81.4552,5621,Toxicologist,1973-11-14,9ad7590a1c9b551a30ea702818aeb95a,1339873459,35.281318,-81.416561,0
359783,2019-06-16 19:04:47,4792627764422477317,fraud_Satterfield-Lowe,travel,4.47,Margaret,Mendez,F,7952 Karen Pike,De Soto,KS,66018,38.9462,-94.9714,5760,Chief Executive Officer,1978-10-01,2f582ca68f02752bf0a148747eaa0a08,1339873487,39.051763,-94.510154,0
359784,2019-06-16 19:05:01,3551217896304745,fraud_Marvin-Lind,personal_care,58.95,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,51e1df1a073208976258c0118c732d46,1339873501,43.776692,-75.079889,0
359785,2019-06-16 19:05:02,4457732997086323466,"fraud_Schneider, Hayes and Nikolaus",food_dining,55.95,Stanley,Mayo,M,3433 Jones Branch,Fiddletown,CA,95629,38.5234,-120.6763,832,Immigration officer,1987-05-19,bffd5b534e9cdfc70ab0b09401601626,1339873502,39.428074,-121.225201,0
359786,2019-06-16 19:05:10,30428204673351,fraud_Heller PLC,health_fitness,72.81,Greg,Villarreal,M,2851 Foster Shoals,Schaefferstown,PA,17088,40.3087,-76.2963,823,Gaffer,1982-07-02,bd5182512a563dac5cd3ca9deb06b536,1339873510,39.725994,-76.201027,0
359787,2019-06-16 19:05:35,3566094707272327,fraud_Kuhn LLC,shopping_pos,29.99,Kristina,Stewart,F,47029 Jimmy Tunnel Apt. 106,Newhall,CA,91321,34.3795,-118.523,34882,Health physicist,1971-04-25,062737687676a934981e47e4df536a6d,1339873535,33.588928,-118.461863,0
359788,2019-06-16 19:06:08,36485887555770,fraud_Friesen Inc,shopping_pos,112.66,Michael,Gross,M,230 Ryan Tunnel Apt. 025,Fulton,OH,43321,40.4971,-82.8342,267,Facilities manager,2005-01-29,8626f54fd7de1cc3c375b83167b2f415,1339873568,41.178488,-82.350227,0
359789,2019-06-16 19:06:09,6011329966782895,"fraud_Bradtke, Torp and Bahringer",personal_care,73.63,Lauren,Butler,F,030 Seth Divide Suite 355,Tulsa,OK,74131,36.0557,-96.0602,413574,"Teacher, special educational needs",1971-09-01,c2fe74d541202e712b682788e100ea23,1339873569,35.930401,-96.466269,0
359790,2019-06-16 19:07:15,344709867813900,fraud_Marvin-Lind,personal_care,72.05,Joanna,Hudson,F,2924 Bobby Trafficway,Sebring,FL,33872,27.4703,-81.4872,50835,Environmental consultant,1986-01-30,3f76a3f321f6f149b959c722101c0639,1339873635,28.3316,-82.319052,0
359791,2019-06-16 19:07:36,4512828414983801773,fraud_Conroy-Emard,food_dining,6.97,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,b7c19bad93922c09d233f9d77a5e6096,1339873656,40.562253999999996,-80.39093199999999,0
359792,2019-06-16 19:08:17,30270432095985,fraud_Pouros-Haag,shopping_pos,5.85,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,3a35d71baeb3f5b46b9d621245bcabf2,1339873697,41.613106,-91.055391,0
359793,2019-06-16 19:08:28,4301028321766222513,fraud_Rau-Grant,kids_pets,45.13,Joe,Howard,M,109 Brian Lights Apt. 504,Shippingport,PA,15077,40.6025,-80.3863,198,Secretary/administrator,1978-10-26,ad37d2cc2d682ccc7d6c19a6065b54ba,1339873708,41.218424,-80.53613299999999,0
359794,2019-06-16 19:08:56,6592243974328236,"fraud_Gutmann, McLaughlin and Wiza",home,4.46,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,318171b6889f96ed5f72fe523d3179d4,1339873736,32.030239,-85.59657,0
359795,2019-06-16 19:09:24,6011148190095209,"fraud_Reichert, Shanahan and Hayes",shopping_net,35.0,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,99f3edecaeb324257abf4d6d9336ea23,1339873764,38.65953,-121.65843100000001,0
359796,2019-06-16 19:09:35,4599285557366057,fraud_Fadel-Hilpert,health_fitness,3.88,Mary,Williams,F,00315 Ashley Valleys,Burrton,KS,67020,38.0261,-97.6666,1689,Gaffer,1997-11-18,c70786cda807543ffd0e2b5309d3de93,1339873775,37.416677,-98.390573,0
359797,2019-06-16 19:10:02,3501942333500073,"fraud_Lockman, West and Runte",grocery_pos,64.77,Lori,Bishop,F,08056 Alvarado Club Suite 699,Phoenix,AZ,85086,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,ffab4fdfaaad78c3ec98a0296501612f,1339873802,33.369927000000004,-111.65769399999999,0
359798,2019-06-16 19:10:05,4079773899158,fraud_Dibbert and Sons,entertainment,24.01,Eric,Preston,M,7020 Doyle Stream Apt. 951,Mesa,ID,83643,44.6255,-116.4493,129,Cartographer,1965-12-15,6359dbff1464dc27afd1508f0c427499,1339873805,44.462654,-117.033068,0
359799,2019-06-16 19:10:38,2229378226512508,"fraud_Turner, Ziemann and Lehner",food_dining,63.12,Thomas,Hale,M,949 Smith Parkway,Cazenovia,WI,53924,43.4987,-90.2796,1360,Occupational hygienist,1984-11-06,b60a544e8b1e3ba1fd66b5ab0e8cbf9e,1339873838,42.723684999999996,-89.60478,0
359800,2019-06-16 19:11:08,343819048608995,fraud_Connelly-Carter,home,55.24,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,6ff11ddd1a6d225a9d4d44d3b00cc3c2,1339873868,40.651881,-93.129678,0
359801,2019-06-16 19:11:26,6011348830550197,"fraud_Stanton, Jakubowski and Baumbach",shopping_net,3.0,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,2aa99a9e667bf741312807ba6c526c55,1339873886,33.618466999999995,-86.066772,0
359802,2019-06-16 19:11:27,3513285035244624,fraud_Lemke and Sons,travel,3.65,Ariana,Campbell,F,50932 Neal Valley,Daniels,WV,25832,37.7256,-81.1087,3994,"Biochemist, clinical",1936-11-05,667d2edb310e9d149d8c0dc3a087b6ae,1339873887,37.350889,-80.533998,0
359803,2019-06-16 19:11:30,4862293128558,fraud_Hilpert-Conroy,kids_pets,108.08,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,962fca8ad2a8230a1c801e7f4a33635d,1339873890,41.300742,-77.837168,0
359804,2019-06-16 19:12:05,3526826139003047,fraud_Stark-Koss,home,122.04,Nathan,Massey,M,5783 Evan Roads Apt. 465,Falmouth,MI,49632,44.2529,-85.01700000000001,1126,Furniture designer,1955-07-06,8cadbc681fcd2a15f26f1e23dbc9d108,1339873925,44.913247,-84.351965,0
359805,2019-06-16 19:12:44,6573561108825071,fraud_Parker-Kunde,personal_care,88.27,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,6b9c37cf8c82ebe2bfde9d2302137afd,1339873964,35.774588,-95.04422,0
359806,2019-06-16 19:12:54,4025612008285111,fraud_Lynch-Wisozk,home,11.59,Krystal,Key,F,23142 Montoya Island Apt. 742,Corsica,PA,15829,41.1762,-79.1976,1274,Maintenance engineer,1949-03-20,feb9b4c9f4cdae6bfa222c86e305e635,1339873974,41.052587,-79.282979,0
359807,2019-06-16 19:12:55,379897244598068,fraud_Kutch-Ferry,home,97.1,Frank,Key,M,5537 Jessica Plaza,Pewee Valley,KY,40056,38.3039,-85.4834,3263,Stage manager,1930-02-28,f3242e0151e022b7bebee5cfa69f3f81,1339873975,38.692377,-85.677521,0
359808,2019-06-16 19:13:02,561942763351,"fraud_Streich, Dietrich and Barton",shopping_net,43.71,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,960f6ea0c2b43e9178c1b8dcac9e4bd2,1339873982,38.407554,-77.561334,0
359809,2019-06-16 19:13:07,2348245054386329,"fraud_Schoen, Nienow and Bauch",personal_care,27.14,Justin,Gay,M,268 Hayes Rue Suite 811,Harborcreek,PA,16421,42.1767,-79.9416,2518,Event organiser,1946-02-02,f8210408865be3b5215b49ba9b3f22a3,1339873987,41.537028,-79.940938,0
359810,2019-06-16 19:13:13,3583635130604947,fraud_Mayert Group,shopping_pos,9.12,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,1977c2bb95b4e47cf2188090f9eb7db5,1339873993,40.399313,-75.543542,0
359811,2019-06-16 19:13:14,676372984911,fraud_Predovic Inc,shopping_net,1.7,Vicki,Mendoza,F,3645 Atkins Island Apt. 238,Esbon,KS,66941,39.7562,-98.4462,242,Tourism officer,1987-07-18,0df18ba09408b7aa0b23f4d4b972fa00,1339873994,38.800944,-98.630074,0
359812,2019-06-16 19:13:30,374656033243756,fraud_Schmeler-Howe,personal_care,4.31,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,6e440bfec1639512ef820d0d9dc22a5d,1339874010,39.429425,-77.05422,0
359813,2019-06-16 19:13:58,3583093681934489,fraud_Waelchi Inc,kids_pets,83.21,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",1961-09-13,7cc87d8377a436157bb339532e9045e7,1339874038,38.03068,-84.962492,0
359814,2019-06-16 19:14:00,6011366578560244,"fraud_Reinger, Weissnat and Strosin",food_dining,4.72,Adam,Stark,M,0912 Mark Fields Apt. 080,Mc Veytown,PA,17051,40.5046,-77.7186,4653,Nutritional therapist,1997-07-01,2186e4e8f6b468d7d34be9b2fcac408d,1339874040,40.864624,-77.983915,0
359815,2019-06-16 19:15:04,4147608975828480,"fraud_Zemlak, Tillman and Cremin",personal_care,7.42,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,6d1a3d187dbc2a08e4972270a5006e21,1339874104,44.042734,-95.870359,0
359816,2019-06-16 19:15:35,30030380240193,fraud_Greenholt Ltd,health_fitness,76.72,William,Jenkins,M,50614 Kevin Point,Harper,TX,78631,30.2816,-99.241,2395,"Pharmacist, community",1993-11-17,4de3ae2eaf21c4e1101c6257d21cbf59,1339874135,31.059592,-99.01957900000001,0
359817,2019-06-16 19:15:42,3565414434959494,fraud_Dickinson Ltd,personal_care,71.53,Ryan,Arnold,M,2056 Michael Wells Apt. 348,Prairie Creek,IN,47869,39.4336,-87.4101,137,Materials engineer,1967-03-12,f16a73096903063c000c7bd473ecbdf5,1339874142,38.879560999999995,-87.43770400000001,0
359818,2019-06-16 19:15:55,3501509250702469,"fraud_Willms, Kris and Bergnaum",shopping_pos,9.26,Frank,Anderson,M,0611 Stafford Valley Suite 504,Naples,FL,34112,26.1184,-81.7361,276002,"Programme researcher, broadcasting/film/video",1979-01-02,f8d327160071e7d835e1626ea4d16fd8,1339874155,26.313478000000003,-80.931384,0
359819,2019-06-16 19:16:16,676298633337,fraud_Jewess LLC,shopping_pos,54.85,Jessica,Werner,F,4529 Cannon Alley,Center Point,WV,26339,39.4125,-80.6352,255,Chief Executive Officer,1971-12-10,1f1af7b3257035aaad9afe4eb4904a10,1339874176,38.709495000000004,-81.063192,0
359820,2019-06-16 19:16:18,30270432095985,fraud_Pollich LLC,home,124.35,Lisa,Lin,F,908 Brooks Brook,Lomax,IL,61454,40.6761,-91.0391,725,Environmental consultant,1972-11-28,a071ac2531af78f3674ed2fad369544f,1339874178,41.248507000000004,-90.04686600000001,0
359821,2019-06-16 19:16:27,2296006538441789,"fraud_Mante, Luettgen and Hackett",health_fitness,26.2,Judy,Hogan,F,4970 Michelle Burgs,Brooklyn,NY,11217,40.6816,-73.9798,2504700,Medical sales representative,1999-09-01,bcaeba17341b6b37e6ab58b69cdfc3d0,1339874187,41.162802,-73.714597,0
359822,2019-06-16 19:16:44,2248735346244816,fraud_Breitenberg-Hermiston,kids_pets,105.44,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.13799999999999,269,Product/process development scientist,1962-11-11,0db033dca4e3bff8360808913554fe4b,1339874204,38.660567,-99.954477,0
359823,2019-06-16 19:16:53,4797297220948468262,fraud_Gulgowski LLC,home,3.89,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,7852a08525e0ddf63ae410aaf0430bb9,1339874213,39.314832,-86.24446400000001,0
359824,2019-06-16 19:17:11,6554245334757802,fraud_Pacocha-Weissnat,kids_pets,83.63,Monique,Robinson,F,07712 Marcus Divide Apt. 831,Laguna Hills,CA,92637,33.615,-117.7114,45303,Sales executive,1969-12-22,ce7c558351091e786b5b22d0edcb9055,1339874231,33.446206,-118.53618700000001,0
359825,2019-06-16 19:18:13,341542810616333,fraud_Tromp Group,travel,2.61,Billy,Mcdonald,M,304 Ryan Port Suite 335,Camden,MO,64017,39.2048,-94.0259,464,Colour technologist,1959-05-28,ac43ab5826bfd386b2eb68ec18a3264e,1339874293,39.298908000000004,-94.010974,0
